29.6649,29.6423,29.5455,29.4202,29.3082,29.1305,28.9815,28.9042,28.9251,28.9681,29.0352,29.02,28.9309,28.7923,28.7535,28.726,28.6595,28.6362,28.597,28.5765,28.6717,28.7662,28.8082,28.8421,28.7943,28.7172,28.6616,28.6327,28.6665,28.746,28.8511,28.8846,28.7592,28.6461,28.5416,28.6138,28.8657,29.0546,29.0452,28.7601,28.5498,28.3916
29.6649,29.6423,29.5455,29.4202,29.3082,29.1305,28.9815,28.9042,28.9251,28.9681,29.0352,29.02,28.9309,28.7923,28.7535,28.726,28.6595,28.6362,28.597,28.5765,28.6717,28.7662,28.8082,28.8421,28.7943,28.7172,28.6616,28.6327,28.6665,28.746,28.8511,28.8846,28.7592,28.6461,28.5416,28.6138,28.8657,29.0546,29.0452,28.7601,28.5498,28.3916
29.7225,29.7383,29.6785,29.5835,29.4519,29.2814,29.1414,29.0747,29.124,29.14,29.1467,29.1199,29.024,28.8627,28.8347,28.8509,28.7893,28.7503,28.6951,28.672,28.7274,28.7754,28.7755,28.7328,28.6901,28.6544,28.6498,28.6469,28.6585,28.6958,28.7658,28.8125,28.755,28.6488,28.5453,28.5389,28.7059,28.8472,28.8575,28.7899,28.588,28.3801
29.7289,29.749,29.6933,29.6016,29.4679,29.2981,29.1591,29.0937,29.146,29.1591,29.159,29.131,29.0343,28.8705,28.8437,28.8647,28.8037,28.763,28.706,28.6826,28.7336,28.7764,28.7718,28.7206,28.6785,28.6474,28.6485,28.6485,28.6576,28.6903,28.7563,28.8045,28.7545,28.6491,28.5457,28.5306,28.6881,28.8242,28.8367,28.7932,28.5922,28.3788
29.7757,29.8154,29.8096,29.7569,29.6022,29.4185,29.2786,29.2489,29.3296,29.3313,29.2398,29.1625,29.0365,28.8606,28.8398,28.8468,28.837,28.7914,28.721,28.6959,28.7143,28.695,28.6567,28.6078,28.5475,28.5452,28.5582,28.6049,28.6015,28.5715,28.6153,28.6369,28.6151,28.4833,28.419,28.4535,28.5502,28.6185,28.676,28.729,28.5631,28.3514
29.7875,29.832,29.8386,29.7958,29.6358,29.4486,29.3085,29.2877,29.3755,29.3744,29.26,29.1704,29.037,28.8581,28.8388,28.8423,28.8454,28.7985,28.7247,28.6992,28.7095,28.6746,28.628,28.5796,28.5148,28.5196,28.5357,28.594,28.5875,28.5419,28.58,28.595,28.5802,28.4419,28.3873,28.4342,28.5157,28.5671,28.6358,28.7129,28.5558,28.3445
29.8015,29.8779,29.9207,29.868,29.6955,29.5146,29.4169,29.4321,29.4831,29.4613,29.2985,29.1433,28.9913,28.839,28.7572,28.7399,28.7662,28.7466,28.6578,28.6392,28.6329,28.5748,28.5125,28.465,28.3971,28.3877,28.4243,28.4645,28.4311,28.3514,28.3592,28.3991,28.3398,28.2086,28.1413,28.237,28.3332,28.3894,28.4865,28.5521,28.4378,28.3217
29.8075,29.8976,29.9559,29.8989,29.721,29.5429,29.4634,29.494,29.5292,29.4986,29.315,29.1316,28.9717,28.8308,28.7222,28.696,28.7322,28.7243,28.6292,28.6135,28.6,28.532,28.463,28.4159,28.3467,28.3311,28.3765,28.409,28.364,28.2698,28.2645,28.3151,28.2367,28.1086,28.0359,28.1525,28.255,28.3133,28.4225,28.4832,28.3872,28.3119
29.8416,29.9654,30.0259,29.9394,29.7696,29.625,29.5875,29.6258,29.6306,29.517,29.3251,29.159,28.966,28.7978,28.6799,28.5925,28.6156,28.6066,28.5502,28.5258,28.4998,28.4168,28.3024,28.2609,28.2106,28.1728,28.2151,28.2365,28.1746,28.0844,28.1049,28.1282,28.0572,27.8871,27.754,27.8331,27.975,28.0773,28.202,28.2558,28.2088,28.2003
29.8643,30.0106,30.0726,29.9665,29.802,29.6797,29.6702,29.7136,29.6982,29.5293,29.3317,29.1773,28.9622,28.7758,28.6517,28.5235,28.5378,28.5281,28.4975,28.4674,28.433,28.34,28.1953,28.1575,28.12,28.0673,28.1075,28.1215,28.0484,27.9607,27.9984,28.0036,27.9375,27.7394,27.5661,27.6201,27.7882,27.92,28.0551,28.1042,28.0899,28.126
29.9471,30.061,30.0977,29.9908,29.8354,29.7397,29.7636,29.8053,29.7543,29.556,29.3146,29.1534,28.9416,28.7395,28.5884,28.4623,28.417,28.3795,28.3308,28.338,28.2768,28.1616,28.0243,27.9827,27.9272,27.9002,27.8662,27.8357,27.8328,27.8095,27.8242,27.7953,27.6499,27.5058,27.3301,27.3303,27.5272,27.6825,27.8122,27.9349,27.973,28.007
